title,overview,genre_ids,genre_names
Bruce Lee: The Man and the Legend,"This documentary tells the story of Bruce Lee and his unsuccessful efforts to start a acting career in the U.S., he returned to Hong Kong where he became an international star, and his death at age 32.",99,Documentary
"Bodies, Rest & Motion","Rebelling against his dreary life in a small Arizona town, salesman Nick abandons his girlfriend, Beth, and strikes out onto the highway in search of... something else. Encouraged by her best friend, Carol, Beth reluctantly accepts the romantic attentions of Sid, a local housepainter.","18,10749","Drama,Romance"
Only Yesterday,"In lyrical switches between the present and the past, Taeko contemplates the arc of her life, and wonders if she has been true to the dreams of her childhood self.","16,18,10749","Animation,Drama,Romance"
Romantika (Galau Remaja di SMA),"Atiek and Tika are always competing with each other. This rivalry has led to funny situations but also gives trouble to their friends and teachers. Then Atiek and Tika bet on who will be chosen as a movie star by a company casting for an actor. The loser has to kiss her boyfriend in public. In the end, the girls become best friends, class champions and famous movie stars.",18,Drama
El marido de mi novia,"Raquel's life is turned upside down when a terrible accident results in the death of her child and the confinement of her husband to a wheelchair. Without any way to support her and her disabled husband, Raquel turns to a life of crime and partners with a petty thief named Paco who falls in love with her.","80,35,18","Crime,Comedy,Drama"
"Almodóvar, todo sobre ellas","When looking at Pedro Almodóvar’s filmography, it becomes evident that women are everywhere; in fact, his work revolves around them. His divas are the best to create a real portrait of Almodóvar and evoke the emotional power of his films. These women are the ideal observers of a cinematic career that, from La Mancha to Hollywood, has changed the image of Spain in the world.",99,Documentary
Final Destination 5,"Death is just as omnipresent as ever, and is unleashed after one man’s premonition saves a group of coworkers from a terrifying suspension bridge collapse. But this group of unsuspecting souls was never supposed to survive, and, in a terrifying race against time, the ill-fated group frantically tries to discover a way to escape Death’s sinister agenda.","27,9648","Horror,Mystery"
From Paris with Love,"James Reese has a good job as an ambassador's aid in France, but his real passion is a side gig—working in a minor role in the CIA. He would love to be a full-fledged agent and can't believe his luck when he lands an assignment with Charlie Wax. Trigger-happy Charlie soon has James crying for his desk job, but when he learns that the same guys they're trying to catch are after him, James realises that Charlie may be his only hope of survival.","28,80,53","Action,Crime,Thriller"
All Mad About Him,"Mathieu is a mild-mannered man engaged to a woman whose father is involved in running a house of prostitution. When the father dies, Mathieu inherits the bordello and is unprepared for his new position. He overcomes his shyness and becomes a sexual dynamo when his workers feed him some powerful amphetamines.",35,Comedy
Fair Warning,"This George O'Brien western is based on a novel by Max Brand, previously filmed as the 1920 Tom Mix vehicle The Untamed. Cast as devil-may-car Whistlin' Dan Barry, our hero rides into a passel of trouble in a wide-open town. Warned to leave the premises or else, Whistlin' Dan refuses to do so, sticking around long enough to whomp villain Jim Silent (Mitchell Lewis) and romance heroine Kate Cumberland (Louise Huntington).",37,Western
The Girl with All the Gifts,"In the future, a strange fungus has changed nearly everyone into thoughtless, flesh-eating monsters. When a scientist and a teacher find a girl who seems to be immune to the fungus, they all begin a journey to save humanity.","28,27,878","Action,Horror,Science Fiction"
The Legend of Hei 2,"When an attack shatters the fragile peace between the spirit world and humanity, Hei teams up with Luye, the last disciple of his Shifu Wuxian, to expose a conspiracy that threatens both realms - and the bond they've sworn to protect.","16,14,28","Animation,Fantasy,Action"
Double Impact,"Jean Claude Van Damme plays a dual role as Alex and Chad, twins separated at the death of their parents. Chad is raised by a family retainer in Paris, Alex becomes a petty crook in Hong Kong. Seeing a picture of Alex, Chad rejoins him and convinces him that his rival in Hong Kong is also the man who killed their parents. Alex is suspicious of Chad, especially when it comes to his girlfriend.","53,28,80,18","Thriller,Action,Crime,Drama"
What Sebastian Dreamt,"A young Spanish writer inherits a home in the Guatemalan rainforest, only to become wrapped up in a land war, touchy local politics... and murder.","18,10752","Drama,War"
The Comedy of Errors,"The Royal Shakespeare Company act (and sing and dance!) Shakespeare's play about two sets of identical twins, separated at birth and brought together by circumstance.",,
The Sunday Woman,"Police commissioner Santamaria is investigating the murder of the ambiguous architect Mr. Garrone. The investigations soon drive him into the Torino's high society. Santamaria suspect Anna Carla and at the same time falls in love for her. Lello is the lover of Massimo, Anna Carla’s gay friend. He is following another direction in order to find out the truth, and his results are confusing the Policeman. But another murder happens...","80,9648,35","Crime,Mystery,Comedy"
The X Files: I Want to Believe,Mulder and Scully are called back to duty by the FBI when a former priest claims to be receiving psychic visions pertaining to a kidnapped agent.,"9648,878,53","Mystery,Science Fiction,Thriller"
Extranjeros de sí mismos,,"99,36","Documentary,History"
I've Been Twelve Forever,"A documentary about the inspiration of director Michel Gondry. An extraordinary world where onirism, memories and childhood have the utmost importance.",99,Documentary
Identity Crisis,A rapper finds himself possessed by the soul of a dead fashion designer; frequently switching personalities.,35,Comedy
Total Excess: How Carolco Changed Hollywood,,99,Documentary
Un beso de película,"Inma Cuesta and Quim Gutiérrez are the fashionable actor couple. But in their day-to-day life they realise that they no longer kiss like they do in the movies. Their relationship goes into crisis and they start a fun plan to reconquer their relationship: champagne, lobster, music, fireworks... whatever it takes to reconnect in the perfect scene! Everything seems to be going well, but accidentally the magic moment doesn't end as expected.","10749,35","Romance,Comedy"
Vehicle 19,"A parolee becomes the target of a massive police manhunt after inadvertently picking up a rental car with a female whistleblower tied up in the trunk. Now, as the police attempt to silence the woman before she can testify about the city's rampant corruption, the ex-con who just regained his freedom must defend her life, and clear his own name.","53,28","Thriller,Action"
Gli Smile and Go e il braciere bifuoco,,16,Animation
Journey to the Center of the Earth,"Set in the late 1870's - A woman hires an anthropologist/adventurer to track down her husband, who has disappeared while searching for an elusive passage to the center of the earth","10751,28,12,878","Family,Action,Adventure,Science Fiction"
Night at the Museum: Battle of the Smithsonian,"Hapless museum night watchman Larry Daley must help his living, breathing exhibit friends out of a pickle now that they've been transferred to the archives at the Smithsonian Institution. Larry's (mis)adventures this time include close encounters with Amelia Earhart, Abe Lincoln and Ivan the Terrible.","12,14,28,35,10751","Adventure,Fantasy,Action,Comedy,Family"
G.I. Joe: The Rise of Cobra,"From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos.","12,28,53,878","Adventure,Action,Thriller,Science Fiction"
Umamusume: Pretty Derby - Beginning of a New Era,"Jungle Pocket, an Umamusume who has been racing tirelessly in pursuit of becoming the greatest, is ready to take on the once-in-a-lifetime Classic Triple Crown series. However, standing in her way are rivals from the same generation, whose talent may even surpass her own.","16,18,35,14","Animation,Drama,Comedy,Fantasy"
Johnny English,"A lowly pencil pusher working for MI7, Johnny English is suddenly promoted to super spy after Agent One is assassinated and every other agent is blown up at his funeral. When a billionaire entrepreneur sponsors the exhibition of the Crown Jewels—and the valuable gems disappear on the opening night and on English's watch—the newly-designated agent must jump into action to find the thief and recover the missing gems.","12,28,35","Adventure,Action,Comedy"
Black Holes: The Edge of All We Know,"Black holes stand at the limit of what we can know. To explore that edge of knowledge, the Event Horizon Telescope links observatories across the world to simulate an earth-sized instrument. With this tool the team pursues the first-ever picture of a black hole, resulting in an image seen by billions of people in April 2019. Meanwhile, Hawking and his team attack the black hole paradox at the heart of theoretical physics—Do predictive laws still function, even in these massive distortions of space and time? Weaving them together is a third strand, philosophical and exploratory using expressive animation. “Edge” is about practicing science at the highest level, a film where observation, theory, and philosophy combine to grasp these most mysterious objects.",99,Documentary
Document Z-3,"Document Z-3 (Italian:Documento Z-3) is a 1942 Italian spy film directed by Alfredo Guarini and starring Isa Miranda, Claudio Gora and Luis Hurtado. It was one of three Miranda films directed by Guarini that helped re-establish her in Italian cinema following her return from a largely unsuccessful spell in Hollywood. Many critics were not impressed with the film, feeling that Miranda had not recovered the spontaneity of her pre-Hollywood films. This is considered the first movie in which Federico Fellini has worked as a screenwriter.",10752,War
Nosferatu: An Inside Look,"An exclusive behind-the-scenes look “Nosferatu,” Robert Eggers’ gothic tale of obsession. Now playing exclusively in theaters.",99,Documentary
Murder Scene from 'King of the Detectives',The murder scene from the novel 'King of the Detectives'.,"18,80","Drama,Crime"
Pie in the Sky,A young man obsessed with traffic patterns attempts to reunite with his first love.,"35,10749","Comedy,Romance"
Un Natale al Sud,"Milanese policeman Peppino and Neapolitan florist Ambrogio celebrate Christmas in the same ski resort town along with their families. After they discover that both their sons are dating, but have never met their girlfriends in person, the parents embark on a private war against those dating apps that seem to have reached almost everything and everyone.",35,Comedy
The Price of Desire,"Mac and Monica want to add an element of sexual intrigue to their marriage so they begin picking up men and playing games with them. Monica gets to add a little spice to her life, while Mac can fulfill his voyeuristic desires. But when they make their indecent proposal to the wrong man, everything changes, and Mac and Monica find they may pay for their desires with their marriage.","18,53","Drama,Thriller"
Primavera de la vida,"A student and his love for a young woman, misunderstood by her father.","18,10749","Drama,Romance"
Can You Keep a Secret?,"Emma Corrigan, a girl with a few secrets, thinks she’s about to die on a turbulent plane ride. She spills them all to the handsome stranger sitting next to her. At least, she thought he was a stranger. But then, her company’s young and elusive CEO, arrives at the office. It’s him. And he knows every single humiliating detail about her.","10749,35","Romance,Comedy"
"Ein Ausgestoßener, 2. Teil: Der ewige Friede","Guy Walser killed the unscrupulous seducer of his sister Marguerite and had to spend several years as a Bagnos convict for this bloody deed . His past is like a brand on his social existence that he can never shake off. He married Lucienne and they had a lovely daughter, Lilly. Despite all the wealth that Guy has worked for, he remains an outcast who, as the title suggests, seeks nothing more than eternal peace for himself.","35,18","Comedy,Drama"
Proto,"'PROTO' is a sci-fi action adventure, about a child-like, experimental robot, set in the robotics lab where he has been built. Although PROTO has been made to fulfill the ambitions of his creator, Prof. Andrews, he learns to find his own dreams and ambitions, and also the strength needed to realise them. The main theme of the film is freedom, both literal and in the ability to choose one's own destiny - to break free of expectations. We wish for the film, while an exciting and fun science fiction, to also capture a magical sense of wonder. PROTO will overcome the expectations and restrictions placed on him and discovering his true self.","12,878,18","Adventure,Science Fiction,Drama"
Paid in Full,"Ace is an impressionable young man working for a dry cleaning business. His friend, drug dealer Mitch, goes to prison. In an unrelated incident, he finds some cocaine in a pants pocket. Soon, Ace finds himself dealing cocaine for Lulu. Via lucky breaks and solid interpersonal skills, Ace moves to the top of the Harlem drug world. Of course, unfaithful employees and/or rivals conspire to bring about Ace's fall.","28,80,18","Action,Crime,Drama"
"Tu vas rire, mais je te quitte",The complicated life of a wannabe actress who meets an older writer in the midst of a crisis.,35,Comedy
The Medium,"A shaman's family learn that their goddess is supposedly controlling one of them. However, their lives take a frightening turn when they realise the goddess has nothing to do with the possession.","27,53","Horror,Thriller"
Nine Bachelors,"Nine Bachelors is a 1939 French comedy film directed by Sacha Guitry and starring Guitry, Max Dearly and Elvire Popesco.[1] An opportunist dreams up a new scheme to make money when the French government passes a law forbidding foreigners from living in France. It's French title is Ils étaient neuf célibataires.",35,Comedy
Eine Hand wäscht die Andere,"Chlodwig Pullmann is a tax inspector and is involved in a thousand little deals and tricks - with the knowledge of Mayor Karsten Leimer, who has a lot more dirt on him. Pullmann's wife Jenny, on the other hand, fights against corruption in a citizens' initiative and is of course not allowed to know anything about her husband's deviations. When Pullmann gets a new superior who keeps a close eye on him, things get tight - and in order not to jeopardize his marriage, he decides to go straight. The only question is whether he will succeed.","10770,35","TV Movie,Comedy"
Two English Girls,"In the early 20th-century, Frenchman Claude meets Englishwoman Ann in Paris. Ann invites him to her family home, intending him for her sister Muriel. Claude falls for Muriel, but families demand year-long separation before approving marriage.","18,10749","Drama,Romance"
A Fool's Love,"Kawai Joji, an aspiring screenwriter who has won a screenplay competition but has yet to make his professional debut, meets a beautiful woman, Naomi, in a rundown bar one day. Naomi says she is working at the bar while aiming to become an actress. On another day, Joji is asked by his screenplay instructor if he would like to write a screenplay for a film based on Tanizaki Junichiro's ""A Fool's Love"" on his behalf. Joji is determined to succeed this time, but struggles to write the script. Meanwhile, Joji meets Naomi again, and the two of them quickly become closer, but...","18,10749","Drama,Romance"
Conquer: Lahad Datu,"When hundreds of militants invade eastern Sabah, the Royal Malaysia Police sends in an elite force to respond to the incursion.","10752,36,53,28,80,18","War,History,Thriller,Action,Crime,Drama"
Britney Spears: Live from Las Vegas,"Have you ever had a dream that felt so real, you couldn't tell the difference between the real world and the dream world? On November 18, 2001, the world's biggest star, Britney Spears, brought her ""Dream Within a Dream"" Tour to the MGM Grand Garden Arena in legendary Las Vegas. Watch this defining concert, witnessed by millions of fans, as it was broadcast live on HBO.","10402,99","Music,Documentary"
Spider-Man: Beyond the Spider-Verse,"Miles Morales is now a fugitive on the run from every other Spider in the multiverse, and Gwen and his other friends might not be enough to help him.","16,28,12,878","Animation,Action,Adventure,Science Fiction"
Jim Henson's Turkey Hollow,"While visiting their kooky aunt, two siblings go hunting for a Bigfoot-like creature called the Howling Hoodoo, encountering other monsters in the woods they didn’t even know they were looking for.","10770,12,35,10751","TV Movie,Adventure,Comedy,Family"
E.T. the Extra-Terrestrial 20th Anniversary Special,"A retrospective of ""E.T.,"" featuring a cast reunion and a look at the making of the 20th anniversary edition of the film.","99,878,10751","Documentary,Science Fiction,Family"
The Price of Sugar,"A story about two half-sisters life in the eighteenth century Suriname.  There is Lynda, a white colonial and slave owner,  and her slave Mini-Mini's.  While Lynda is slowly embittered by the hard life in the colony, Mini-Mini gets a chance at her own happiness. The question is, if she dares to seize that chance, as this happiness is at the expense of her mistress and half sister?","18,36","Drama,History"
The Heist of the Century,"In 2006, a group of thieves performed what is considered one of the most famous and smart bank heists in the history of Argentina. How they robbed the Rio bank is as surprising as what happened afterwards. This is their story.","35,53,80","Comedy,Thriller,Crime"
Final Destination 5,"Death is just as omnipresent as ever, and is unleashed after one man’s premonition saves a group of coworkers from a terrifying suspension bridge collapse. But this group of unsuspecting souls was never supposed to survive, and, in a terrifying race against time, the ill-fated group frantically tries to discover a way to escape Death’s sinister agenda.","27,9648","Horror,Mystery"
Kalla: Antara Hidup Dan Mati,"Ezahar is a lecturer, happily married to his wife Sherina. He starts experiencing emotional disturbances after witnessing his wife's death due to a building collapse that was caused by a terrorist group called Kalla. But he then receives news from an unidentified individual that Sherina is still alive and the terrorist group is looking for her. He begins to search for his wife with the help of Uyun, a former member of Kalla.",28,Action
The World is Yours,"Rafi sneaks into the Marchioness's hunt, which brings together all the Spanish high society, to sell them his business. He and Fali will discover that hunting is not what it seems, and that the future of Spain is being decided on the farm.",35,Comedy
My Trip Back to the Dark Side,"Shawn Stone is having a bad day. The funding for his film project is not there, his personal life is in shambles, he's out of time and money. He sees only one way to solve his problems - he must turn to the dark side and ask the King of Porn for some cash","80,53","Crime,Thriller"
People in Swimsuits Aren't (Necessarily) Shallow,"A week on St-Martin with vacationing Parisians. Camille surprises her lover Philippe, who's with his wife and children. Lonely Laurette, a secretary, hopes to meet a man. Aziz brings his enthusiastic brother Rafik because his boss had two tickets he couldn't use. Lovers Pauline and the pregnant, cranky Anita find their vacation complicated by an ex-lover of Pauline's. The playboy Jimmy is the hotel M.C., and Carla, free-spirited and sensual, coaches Laurette in the ways of seduction. She is hot and cold to these wiles, alternately attracting and putting off Aziz, hoping Jimmy will try to seduce her, and afraid he might. By week's end, with the help of Camille's diary, we'll know the outcomes.",35,Comedy
Elektra,"Elektra the warrior survives a near-death experience, becomes an assassin-for-hire, and tries to protect her two latest targets, a single father and his young daughter, from a group of supernatural assassins.","28,14,12","Action,Fantasy,Adventure"
A Boy Called Christmas,"An ordinary young boy called Nikolas sets out on an extraordinary adventure into the snowy north in search of his father who is on a quest to discover the fabled village of the elves, Elfhelm. Taking with him a headstrong reindeer called Blitzen and a loyal pet mouse, Nikolas soon meets his destiny in this magical and endearing story that proves nothing is impossible…","10751,12,14","Family,Adventure,Fantasy"
The Kevin Steen Show: Nigel McGuinness,"Normally when a guest on The Kevin Steen Show sees the Kane Mask on set, it is always a great ice breaker, and Nigel McGuinness is no exception. Unlike all the other guests, the sight of the Kane Mask brings up a extremely low point in Nigel's life were he was forced to dress up like Kane himself on a tour in England. Somehow this story didn't make the cut on Nigel's great documentary, ""The Last of McGuinness"".  Speaking of Nigel's documentary, Kevin digs even further into Nigel's thought process behind the project and some of the powerful issues that it brought up. Kevin even does some personal inventory of his own about his feelings on success and failure. Luckily for these searching souls, this episode was filmed on a couch that may or may not have been in a psychiatrist's office before it landed in Nigel's swank LA apartment.  Anyways, we hope you are ready watch Steen dig deep into Nigel's psyche of our ""mate"" and yours, Nigel McGuinness on The Kevin Steen Show. Cheers!",,
The Trail of the Octopus,"Carter Holmes, master criminologist, must help the oft-kidnapped Ruth Stanhope to find the 9 daggers that will unlock the secret of the cursed Devil's Trademark!","9648,53,28","Mystery,Thriller,Action"
Mee-Shee: The Water Giant,"A New York City oil company troubleshooter is brought to a remote B.C. lake to look for some lost machinery. Cancelling a trip to Disney World with his son, he decides to bring the boy along. They both end up experiencing more excitement than Mickey could ever conjure in Orlando, when they meet up with bad guys and a legendary creature","10751,12,14","Family,Adventure,Fantasy"
Treasures Untold: The Making of Disney's 'The Little Mermaid',"Find out how the spectacular music inspired the animation, and learn more about the development of the characters—such as how Ursula ended up being a big octopus—and how the memorable song ""Part of Your World"" almost got cut from the film.",99,Documentary
Embarrassing Pictures from a Family Album,"Totally depressed thirty year-old woman decides to have an abortion. Waiting for the surgery, she spends a night with a father of her child.","35,18","Comedy,Drama"
The Shame of the Sabine Women,The Sabine tribe battles Romulus in the early days of Rome after Romans seize their women as unwilling brides.,"12,18","Adventure,Drama"
Het Mysterie van de Sardine,"Tim Boerhave, a philosophy lecturer, loses his legs in a bomb attack. Who is responsible? The last image before the explosion is that of a large black dog with a sardine tin attached to its collar, jumping up against the kitchen door. For Tim, the question of who did it is less urgent than the question of why. No one has claimed responsibility for the attack. He can't think of any reason why he was targeted. While his house is being rebuilt, he and his family retreat to a quiet family hotel to recover. Day and night, he locks himself in his hotel room. He is obsessed with mapping out what preceded the explosion on that fateful morning. Who is the perpetrator? Why is Tim the victim?",,
Between Pancho Villa and a Naked Woman,"Gina, a modern business woman in her late forties, has a lover named Adrian, a journalist, who she sees once in a while just to have sex. They are both attracted to the historic figure of Pancho Villa: he admires his power while she admires his virility. As Gina helps Adrian to write a book about Villa, she discovers the similarity between Villa's relation to women to that of Adrian and hers, and that Villa's revolution never included her, nor the rest of the female half of the human species. Can the love of a woman and a man survive machismo?","36,35,14","History,Comedy,Fantasy"
Making the Connection: Untold Stories of The French Connection,"The exciting story of the making of William Friedkin's The French Connection (1971), hosted by former NYPD detective Sony Grosso, who inspired the character of Buddy 'Cloudy' Russo, played in the film by actor Roy Scheider.","99,10770","Documentary,TV Movie"
The Most Important Thing in Life is Not Being Dead,"An esteemed piano tuner and repairer, Jacobo leads an apparently happy life with his wife, Helena. His serene existence is thrown into a state of confusion when insomnia creeps in, and pianos that previously repaired miraculously overnight remain unfixed. Jacobo plunges into paranoia and madness, hearing noises during the night and having ephemeral visions of a stranger roaming the house in a dressing gown. Helena reassuringly denies anything out of the ordinary, and suspiciously insists he is hallucinating. Is the life we think safe and secure true, or is there a second reality lurking? THE MOST IMPORTANT THING IN LIFE IS NOT BEING DEAD is a tale of betrayal and forgiveness in a rich musical universe, set against the Franco era, a period of political deceit and distorted reality in Spain. Playfully, the tragicomedy questions our perception of reality and the vulnerability of our human condition.","35,18","Comedy,Drama"
London Has Fallen,"In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders.","28,53","Action,Thriller"
"Les Noces de Figaro, Opéra Garnier de Paris","The Marriage of Figaro is one of the most emblematic operas in the repertoire. Brahms spoke of it as a “miracle” and the Countess' complaint still resonates today as one of the most heartbreaking musical pages. It was by resuming Beaumarchais' comedy, which caused a scandal in Parisian society, that Mozart and his librettist Da Ponte began their first collaboration. The play was banned by Joseph II in 1785 at the Vienna Theater. Is it because it exposed too much to the forefront the contradictions of an already faltering regime, ready to collapse with the French Revolution? Netia Jones preserves the very essence of Beaumarchais' play by questioning human relationships with humor but not without mischief, in a production which confuses reality and fiction to the point of asking, like the Count: ""Are we playing a comedy?"" »",10402,Music
"Vulcan, Son of Giove",A superhero battles lizard men and other monsters that are terrorizing the countryside.,"14,28,18","Fantasy,Action,Drama"
365 Days,"A woman falls victim to a dominant mafia boss, who imprisons her and gives her one year to fall in love with him.","10749,18","Romance,Drama"
Dormir Y Ligar: Todo Es Empezar,,35,Comedy
Mamá nos quita los novios,"Amanda, a widow, is a beautiful woman that finds comfort seducing every man in her path, including her daughters' boyfriends.",,
The Force of Sound,"Go inside the sound design of Star Wars: The Last Jedi. From the ignition of a lightsaber to the chirp of a porg, Star Wars would not be the same without the brilliant sound design and mixing created by Skywalker Sound.",99,Documentary
Hulk,"Bruce Banner, a genetics researcher with a tragic past, suffers massive radiation exposure in his laboratory that causes him to transform into a raging green monster when he gets angry.","878,12,28","Science Fiction,Adventure,Action"
Charity and the Strange Smell of Money,"Charity is in charge of delivering the railroad payroll, but some locals and a Mexican gang have their own plans for the money.","37,35","Western,Comedy"
Hidden Colors 5: The Art of Black Warfare,"The history of warfare as it relates to global Black society, broken down into 7 chapters that examines the ways the system of racism wages warfare from a historical, psychological, sexual, biological, health, educational, and military perspective.",99,Documentary
No Problem,"The manager of a company gets in trouble when he cannot pay his workers. The billions were spent on a football stadium which is empty now, and the bank did not approve new credits for the meaningless investments. Maybe the stadium will get filled during the concert of popular singer Lepa Brena.",35,Comedy
Michael Jackson: The Life of an Icon,"See Michael Jackson, one of the most recognizable and popular entertainers of all time, like never before in the feature-length tribute Michael Jackson: The Life of an Icon. Known to millions of fans worldwide for his record-breaking albums, groundbreaking music videos, mesmerizing dance moves and humanitarian efforts, his true story has never really been told...until now. This unprecedented look into the King of Pop's fascinating life includes all-new interviews with his mother Katherine Jackson as well as siblings Tito and Rebbie Jackson, family, friends and music legends such as Smokey Robinson, Dionne Warwick and many more.","99,10402","Documentary,Music"
"Stand up, Virgin Soldiers",Some British soldiers in Singapore are more concerned with finding sex than finding Communists.,35,Comedy
Krampus 2: The Devil Returns,"Five years after the murder of his wife and disappearance of his daughter, former police officer Jeremy Duffin is brought back to help in the hunt for a yuletide monster that punishes children that have been ""naughty."" As the monster becomes more erratic and unpredictable, Jeremy learns the truth about the disappearance of his daughter and the fate that has been bestowed upon him by an unlikely source. Can Jeremy finally end the nightmare Christmas monster that has terrorized this town for years?","53,28,27","Thriller,Action,Horror"
The Colossus of Rhodes,"While on holiday in Rhodes, Athenian war hero Darios becomes involved in two different plots to overthrow the tyrannical king, one from Rhodian patriots and the other from sinister Phoenician agents.","12,18,36","Adventure,Drama,History"
La otra mujer,Businessman hires a stand-in to pass as the father of his mistress' children.,,
Pilotos de la muerte,A couple of provincial gas station employees travel to the capital seeking fortune of vehicle mechanics accidental career passing drivers.,"12,35,80","Adventure,Comedy,Crime"
The Artist: The Making of an American Romance,Documentary that delves into the film's production in good fashion,"99,35,18","Documentary,Comedy,Drama"
"Zorro, Rider of Vengeance","In Old Calfiornia, an unscrupulous adventurer massacre Indians in order to find an ancient (and precious) talisman they are supposed to hide. Zorro will be on the rescue to protect both the pioneers and the Indians. This adventure has very little in common with the traditional swashbuckling backstage of Zorro's films but many elements of a western film.","12,37","Adventure,Western"
Em quedo amb tu,,,
When I've Wanted To Die,An autobiographical short film adapted from a collection of memories from various moments in this woman's life where she wanted to die.,18,Drama
La bella di Roma,"Nannina is engaged to a sleazy, unruly boxer who ends up in jail after a fight with a traffic policeman.","35,18","Comedy,Drama"
My Name Is Khan,"Rizwan Khan, a Muslim from the Borivali section of Mumbai, has Asperger's syndrome. He marries a Hindu single mother, Mandira, in San Francisco. After 9/11, Rizwan is detained by authorities at LAX who treat him as a terrorist because of his condition and his race.","18,10749","Drama,Romance"
Dragon Ball Super: Super Hero,"The Red Ribbon Army, an evil organization that was once destroyed by Goku in the past, has been reformed by a group of people who have created new and mightier Androids, Gamma 1 and Gamma 2, and seek vengeance against Goku and his family.","16,878,28","Animation,Science Fiction,Action"
"Isabel Marant, naissance d'une collection",,99,Documentary
Assault on Precinct 13,"On New Year's Eve, inside a police station that's about to be closed for good, officer Jake Roenick must cobble together a force made up cops and criminals to save themselves from a mob looking to kill mobster Marion Bishop.","53,28,12,80","Thriller,Action,Adventure,Crime"
Hailey Dean Mysteries: 2 + 2 = Murder,"Hailey attends her niece's school recital only to learn that the beloved music teacher has vanished. Hailey soon discovers several startling secrets amongst the staff, as well as a link between the missing young teacher and the school’s reconstruction funds.","9648,10770","Mystery,TV Movie"
Fellini: I'm a Born Liar,"A look at Fellini's creative process. In extensive interviews, Fellini talks a bit about his background and then discusses how he works and how he creates. Several actors, a producer, a writer, and a production manager talk about working with Fellini. Archive footage of Fellini and others on the set plus clips from his films provide commentary and illustration for the points interviewees make. Fellini is fully in charge; actors call themselves puppets. He dismisses improvisation and calls for ""availability."" His sets and his films create images that look like reality but are not; we see the differences and the results.",99,Documentary
After Fire,"Grappling with the reality of their situation, a boy and a man, find their secrets coming full-circle around a late night's fire.","18,9648,53","Drama,Mystery,Thriller"
Orson Welles in the Land of Don Quixote,,99,Documentary
The Saint in New York,"A crime spree in New York forces the police commissioner to turn to Englishman Simon Templar, who fights lawlessness and corruption through unorthodox methods. Templar sets his sights on individual crimes bosses, and after bringing down two vicious leaders through disguise and deception, discovers that there is a mastermind behind all the city's crime.","80,53","Crime,Thriller"
Makuha Ka sa Tingin: Kung Puede lang,"Elcid (Robin Padilla) and his buddy, Tembong (Dennis Padilla), decided to go to the capital city of the Philippines, Manila to search for greener pasture but they encounter a series of setbacks and misadventures.","10749,28","Romance,Action"
When My Knife Strikes You,"Shot in various villages throughout Yugoslavia, this is a disturbing document of a time when people were stabbing each other with knives without any real reason. Murderers, people who witness these murders and the families of victims all talk about the senseless violence and the human condition.",99,Documentary
The Man Who Finally Died,"Joe Newman, a naturalised Briton, is telephoned by his German father, whom he believed long dead, at the same time as a funeral is taking place in Bavaria - with his father's name on the coffin. His investigation in Bavaria reveals startling facts and the obstruction he meets makes him suspect foul play.","53,9648","Thriller,Mystery"
Wild Things 2,"Two Florida high school vixens hatch a murderous plan to win an inheritance, but they hadn't bargained for an escalating whirlpool of blackmail and sexual games with a sleazy insurance investigator who has his own plans for the money.","80,18,9648","Crime,Drama,Mystery"
You're the Top: The Cole Porter Story,"Biographical portrait of one of Broadway's most brilliant songwriters. Told through the use of archival material and interviews with the rich and famous that knew him, this portrait concentrates on his career and his public life events.","99,36,10402","Documentary,History,Music"
Reflections on Titanic,"An enthralling and fast-paced four-part documentary feature that covers the making of one of the last major Hollywood epics; Titanic. Cast and crew speak on setting the sinking of the ship against a classic romance. The feature also examines casting and the young couple headlining the film, DiCaprio's and Winslet's on-set friendship and their differing acting styles, the expansive sets and filming locations, the authenticity of the recreated ship, James Cameron's work and dedication, and budgeting. And many more aspects of the film are overviewed.",99,Documentary
Celebrating Betty White: America's Golden Girl,Friends and stars pay tribute to America's comedy sweetheart and her trailblazing television career.,"99,35","Documentary,Comedy"
Angels Among Us: The Tabernacle Choir at Temple Square featuring Kristin Chenoweth,"At Christmas and all through the year, there are angels among all of us who willingly share the true spirit of Christmas in gifts of kindness, service, forgiveness, and love. In December 2018, The Tabernacle Choir and Orchestra at Temple Square, and Bells on Temple Square joined with superstar entertainer Kristin Chenoweth to celebrate these angels and all the other bounteous gifts of Christmas.",10402,Music
Men Are from Mars... And That's Where I'm Going!,"Successful at work, Fernanda is an example of women of the third millennium, free to make their choices and independent. Yet in her personal life she finds herself struggling to find a husband. Like other women of her generation, Fernanda put her personal life on hold to devote herself to her career and now suddenly feels her love life situation has become an emergency.  Being single at 39 is quite different from being single at 29, after all ""the fertile egg has an expiration date""!",35,Comedy
Against Rascals with Kung-Fu,A old ill-humored White Crane master teaches his martial art to a young loner. Soon they must battle side by side against the cruel Snake style master and his predatory followers.,28,Action
